"","simu","n","p","omega_structure","zi_type","zi_config","method","criterion","omega_rmse","AUC","rmse_fit","fallout","recall","precision","f1_score","time"
"121","11","300","20","community","covar","covar_1","PLN","BIC","0.12","0.4177085","0.47294357756493","0.096","0.154","0.105","0.125","22.4475238323212"
"122","11","300","20","community","covar","covar_1","ZIPLN","BIC","0.08","0.611838","0.58693330886104","0","0.077","1","0.143","10.2769575119019"
"123","11","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.1","0.6494125","0.543348681816559","0","0.077","1","0.143","7.22149586677551"
"124","12","300","20","community","covar","covar_1","PLN","BIC","0.07","0.438685","0.469077698623425","0.098","0.286","0.1","0.148","21.0635890960693"
"125","12","300","20","community","covar","covar_1","ZIPLN","BIC","0.07","0.6958545","0.560917541490424","0","0.571","1","0.727","17.9952032566071"
"126","12","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.05","0.7949125","0.531176780278272","0","0",NA,"0","10.168135881424"
"127","13","300","20","community","covar","covar_1","PLN","BIC","0.09","0.3168125","0.448416850706253","0.143","0.25","0.071","0.111","19.8984026908875"
"128","13","300","20","community","covar","covar_1","ZIPLN","BIC","0.1","0.72325","0.545959855128559","0","0.5","1","0.667","24.729941368103"
"129","13","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.07","0.752125","0.500952365759983","0","0",NA,"0","10.2032053470612"
"130","14","300","20","community","covar","covar_1","PLN","BIC","0.1","0.5094","0.487966367820137","0.111","0.5","0.2","0.286","23.9211666584015"
"131","14","300","20","community","covar","covar_1","ZIPLN","BIC","0.07","0.7354","0.586674720246771","0.011","0.5","0.714","0.588","11.7129452228546"
"132","14","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.07","0.71185","0.554378911176781","0.011","0.4","0.667","0.5","7.55063414573669"
"133","15","300","20","community","covar","covar_1","PLN","BIC","0.09","0.4342","0.477886541831934","0.078","0.2","0.125","0.154","27.6427230834961"
"134","15","300","20","community","covar","covar_1","ZIPLN","BIC","0.06","0.7866","0.559785762037535","0.022","0.6","0.6","0.6","18.460964679718"
"135","15","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.07","0.75195","0.531167394592052","0.011","0.6","0.75","0.667","17.3293290138245"
"136","16","300","20","community","covar","covar_1","PLN","BIC","0.11","0.3284865","0.500588491774555","0.46","0.5","0.091","0.154","11.3148331642151"
"137","16","300","20","community","covar","covar_1","ZIPLN","BIC","0.08","0.556921","0.598773348531549","0.011","0.438","0.778","0.56","16.3527383804321"
"138","16","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.09","0.628529","0.567247329843652","0.006","0.438","0.875","0.583","10.8929009437561"
"139","17","300","20","community","covar","covar_1","PLN","BIC","0.12","0.3673595","0.451527879388381","0.309","0.25","0.052","0.086","10.6877093315125"
"140","17","300","20","community","covar","covar_1","ZIPLN","BIC","0.11","0.548967","0.572849427090696","0.006","0.25","0.75","0.375","12.1785469055176"
"141","17","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.09","0.6306875","0.524445063529362","0.006","0.25","0.75","0.375","4.78264212608337"
"142","18","300","20","community","covar","covar_1","PLN","BIC","0.09","0.3679265","0.460016705075035","0.14","0.167","0.074","0.103","28.6219048500061"
"143","18","300","20","community","covar","covar_1","ZIPLN","BIC","0.08","0.574385","0.562962127002374","0","0.083","1","0.154","22.3862709999084"
"144","18","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.07","0.7152035","0.518640764381207","0","0.167","1","0.286","12.1445889472961"
"145","19","300","20","community","covar","covar_1","PLN","BIC","0.14","0.3378435","0.489022380411566","0.299","0.348","0.138","0.198","17.0356163978577"
"146","19","300","20","community","covar","covar_1","ZIPLN","BIC","0.09","0.680841","0.597992822487873","0","0.043","1","0.083","20.0717241764069"
"147","19","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.11","0.6298255","0.56867181376532","0","0",NA,"0","13.8266973495483"
"148","20","300","20","community","covar","covar_1","PLN","BIC","0.11","0.430351","0.495088332195579","0.141","0.308","0.138","0.19","16.027539730072"
"149","20","300","20","community","covar","covar_1","ZIPLN","BIC","0.08","0.745719","0.569294979017528","0.017","0.846","0.786","0.815","8.20591425895691"
"150","20","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.09","0.7425925","0.550283605408324","0.011","0.538","0.778","0.636","7.57489585876465"
"151","21","300","20","community","covar","covar_1","PLN","BIC","0.08","0.40645","0.497005979160634","0.403","0.444","0.052","0.093","14.7972798347473"
"152","21","300","20","community","covar","covar_1","ZIPLN","BIC","0.06","0.808933","0.603331883572161","0","0.333","1","0.5","11.4606685638428"
"153","21","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.06","0.663451","0.566136553825028","0","0.333","1","0.5","9.61865663528442"
